index,year,iso_code,population,gdp,renewables_electricity,fossil_fuel_consumption,greenhouse_gas_emissions,energy_per_gdp
57,2012,ALB,2910003.0,27819814441.0,4.71999979019165,0.0,0.1099999994039535,0.8083352446556091
58,2013,ALB,2907571.0,28098562696.0,6.960000038146973,0.0,0.1700000017881393,0.9380654096603394
59,2014,ALB,2903748.0,28597169040.0,4.71999979019165,0.0,0.1099999994039535,0.900342583656311
60,2015,ALB,2898634.0,29231663899.0,5.889999866485596,0.0,0.1400000005960464,0.822314977645874
61,2016,ALB,2897868.0,30200694449.0,7.78000020980835,0.0,0.1800000071525573,0.8861058354377747
62,2017,ALB,2898245.0,31348975722.0,4.53000020980835,0.0,0.1099999994039535,0.9343296885490416
63,2018,ALB,2894229.0,32609000823.0,8.550000190734863,0.0,0.2000000029802322,0.8584489822387695
64,2019,ALB,2885011.0,33289747424.0,5.199999809265137,0.0,0.1199999973177909,0.7479077577590942
65,2020,ALB,2871950.0,32130726850.0,5.309999942779541,0.0,0.1299999952316284,0.6572192907333374
66,2021,ALB,2849641.0,34866976278.0,8.9399995803833,0.0,0.209999993443489,0.7310562133789062
67,2022,ALB,2827614.0,36171005594.0,6.96999979019165,0.0,0.1700000017881393,0.7150689959526062
68,2023,ALB,2811660.0,36171005594.0,9.010000228881836,0.0,0.2199999988079071,0.7150689959526062
69,2024,ALB,2791756.0,36171005594.0,8.34000015258789,0.0,0.209999993443489,0.7150689959526062
